Zeit,Wert2,Wert3,Temperatur,Wert5
"2267,829","-3,32E-03","0,000007","-7,92E-01","1,669203E-03"
"2268,839","-3,30E-03","0,000007","-7,88E-01","1,668788E-03"
"2269,857","-3,32E-03","0,000007","-7,91E-01","1,669108E-03"
"2270,867","-3,32E-03","0,000007","-7,92E-01","1,669227E-03"
"2271,885","-3,35E-03","0,000007","-7,98E-01","1,669770E-03"
"2272,899","-3,30E-03","0,000007","-7,86E-01","1,668644E-03"
"2273,903","-3,29E-03","0,000007","-7,84E-01","1,668457E-03"
"2274,918","-3,28E-03","0,000007","-7,82E-01","1,668301E-03"
"2275,925","-3,30E-03","0,000007","-7,86E-01","1,668627E-03"
"2276,949","-3,35E-03","0,000007","-7,99E-01","1,669872E-03"
"2277,969","-3,30E-03","0,000007","-7,88E-01","1,668786E-03"
"2278,977","-3,28E-03","0,000007","-7,81E-01","1,668162E-03"
"2279,979","-3,30E-03","0,000007","-7,88E-01","1,668817E-03"
"2280,993","-3,31E-03","0,000007","-7,89E-01","1,668883E-03"
"2282,001","-3,29E-03","0,000007","-7,84E-01","1,668425E-03"
"2283,009","-3,33E-03","0,000007","-7,94E-01","1,669420E-03"
"2284,021","-3,35E-03","0,000007","-7,98E-01","1,669782E-03"
"2285,047","-3,33E-03","0,000007","-7,94E-01","1,669392E-03"
"2286,059","-3,32E-03","0,000007","-7,92E-01","1,669212E-03"
"2287,079","-3,34E-03","0,000007","-7,97E-01","1,669680E-03"
"2288,093","-3,38E-03","0,000007","-8,06E-01","1,670460E-03"
"2289,107","-3,35E-03","0,000007","-8,00E-01","1,669947E-03"
"2290,121","-3,35E-03","0,000007","-7,98E-01","1,669774E-03"
"2291,145","-3,37E-03","0,000007","-8,04E-01","1,670264E-03"
"2292,149","-3,38E-03","0,000007","-8,06E-01","1,670446E-03"
"2293,153","-3,31E-03","0,000007","-7,90E-01","1,668971E-03"
"2294,171","-3,33E-03","0,000007","-7,93E-01","1,669318E-03"
"2295,187","-3,32E-03","0,000007","-7,91E-01","1,669092E-03"
"2296,193","-3,31E-03","0,000007","-7,89E-01","1,668889E-03"
"2297,201","-3,30E-03","0,000007","-7,86E-01","1,668682E-03"
"2298,21","-3,29E-03","0,000007","-7,84E-01","1,668485E-03"
"2299,219","-3,32E-03","0,000007","-7,91E-01","1,669091E-03"
"2300,231","-3,33E-03","0,000007","-7,94E-01","1,669382E-03"
"2301,249","-3,35E-03","0,000007","-8,00E-01","1,669943E-03"
"2302,257","-3,40E-03","0,000007","-8,11E-01","1,670891E-03"
"2303,265","-3,37E-03","0,000007","-8,04E-01","1,670305E-03"
"2304,279","-3,35E-03","0,000007","-8,00E-01","1,669899E-03"
"2305,315","-3,36E-03","0,000007","-8,02E-01","1,670073E-03"
"2306,325","-3,34E-03","0,000007","-7,97E-01","1,669647E-03"
"2307,347","-3,32E-03","0,000007","-7,92E-01","1,669151E-03"
"2308,357","-3,34E-03","0,000007","-7,98E-01","1,669713E-03"
"2309,379","-3,34E-03","0,000007","-7,97E-01","1,669643E-03"
"2310,467","-3,27E-03","0,000007","-7,79E-01","1,667982E-03"
"2311,517","-3,23E-03","0,000007","-7,69E-01","1,667028E-03"
"2312,575","-3,29E-03","0,000007","-7,85E-01","1,668526E-03"
"2313,597","-3,32E-03","0,000007","-7,91E-01","1,669117E-03"
"2314,597","-3,30E-03","0,000007","-7,86E-01","1,668618E-03"
"2315,611","-3,29E-03","0,000007","-7,84E-01","1,668447E-03"
"2316,617","-3,35E-03","0,000007","-8,00E-01","1,669924E-03"
"2317,625","-3,36E-03","0,000007","-8,03E-01","1,670174E-03"
"2318,631","-3,37E-03","0,000007","-8,04E-01","1,670292E-03"
"2319,641","-3,34E-03","0,000007","-7,96E-01","1,669540E-03"
"2320,651","-3,30E-03","0,000007","-7,87E-01","1,668698E-03"
"2321,663","-3,33E-03","0,000007","-7,93E-01","1,669309E-03"
"2322,687","-3,35E-03","0,000007","-7,99E-01","1,669829E-03"
"2323,705","-3,33E-03","0,000007","-7,94E-01","1,669337E-03"
"2324,717","-3,32E-03","0,000007","-7,92E-01","1,669209E-03"
"2325,729","-3,31E-03","0,000007","-7,89E-01","1,668927E-03"
"2326,745","-3,30E-03","0,000007","-7,86E-01","1,668688E-03"
"2327,759","-3,26E-03","0,000007","-7,78E-01","1,667850E-03"
"2328,775","-3,28E-03","0,000007","-7,82E-01","1,668233E-03"
"2329,793","-3,28E-03","0,000007","-7,83E-01","1,668349E-03"
"2330,801","-3,30E-03","0,000007","-7,86E-01","1,668601E-03"
"2331,805","-3,31E-03","0,000007","-7,88E-01","1,668874E-03"
"2332,807","-3,34E-03","0,000007","-7,96E-01","1,669581E-03"
"2333,819","-3,40E-03","0,000007","-8,12E-01","1,670944E-03"
"2334,819","-3,41E-03","0,000007","-8,13E-01","1,671073E-03"
"2335,829","-3,42E-03","0,000007","-8,16E-01","1,671341E-03"
"2336,835","-3,40E-03","0,000007","-8,11E-01","1,670883E-03"
"2337,877","-3,33E-03","0,000007","-7,93E-01","1,669280E-03"
"2338,879","-3,31E-03","0,000007","-7,88E-01","1,668856E-03"
"2339,893","-3,33E-03","0,000007","-7,94E-01","1,669411E-03"
"2340,901","-3,29E-03","0,000007","-7,84E-01","1,668426E-03"
"2341,927","-3,31E-03","0,000007","-7,90E-01","1,668978E-03"
"2342,927","-3,32E-03","0,000007","-7,93E-01","1,669245E-03"
"2343,935","-3,30E-03","0,000007","-7,86E-01","1,668622E-03"
"2344,947","-3,30E-03","0,000007","-7,85E-01","1,668595E-03"
"2345,969","-3,31E-03","0,000007","-7,90E-01","1,668978E-03"
"2346,979","-3,28E-03","0,000007","-7,81E-01","1,668191E-03"
"2347,999","-3,30E-03","0,000007","-7,86E-01","1,668689E-03"
"2349,013","-3,34E-03","0,000007","-7,97E-01","1,669609E-03"
"2350,033","-3,34E-03","0,000007","-7,97E-01","1,669628E-03"
"2351,037","-3,36E-03","0,000007","-8,03E-01","1,670167E-03"
"2352,035","-3,34E-03","0,000007","-7,98E-01","1,669708E-03"
"2353,037","-3,34E-03","0,000007","-7,98E-01","1,669726E-03"
"2354,047","-3,33E-03","0,000007","-7,93E-01","1,669323E-03"
"2355,057","-3,33E-03","0,000007","-7,94E-01","1,669401E-03"
"2356,069","-3,34E-03","0,000007","-7,96E-01","1,669553E-03"
"2357,073","-3,35E-03","0,000007","-8,00E-01","1,669910E-03"
"2358,097","-3,33E-03","0,000007","-7,94E-01","1,669368E-03"
"2359,106","-3,30E-03","0,000007","-7,85E-01","1,668594E-03"
"2360,129","-3,27E-03","0,000007","-7,80E-01","1,668113E-03"
"2361,137","-3,31E-03","0,000007","-7,88E-01","1,668845E-03"
"2362,155","-3,27E-03","0,000007","-7,79E-01","1,667956E-03"
"2363,165","-3,29E-03","0,000007","-7,84E-01","1,668438E-03"
"2364,189","-3,27E-03","0,000007","-7,80E-01","1,668106E-03"
"2365,195","-3,28E-03","0,000007","-7,81E-01","1,668148E-03"
"2366,235","-3,34E-03","0,000007","-7,95E-01","1,669513E-03"
"2367,244","-3,30E-03","0,000007","-7,87E-01","1,668769E-03"
"2368,267","-3,29E-03","0,000007","-7,83E-01","1,668384E-03"
"2369,271","-3,30E-03","0,000007","-7,88E-01","1,668792E-03"
"2370,279","-3,28E-03","0,000007","-7,83E-01","1,668342E-03"
"2371,293","-3,32E-03","0,000007","-7,93E-01","1,669271E-03"
"2372,313","-3,30E-03","0,000007","-7,88E-01","1,668801E-03"
"2373,317","-3,31E-03","0,000007","-7,88E-01","1,668864E-03"
"2374,331","-3,32E-03","0,000007","-7,92E-01","1,669201E-03"
"2375,343","-3,31E-03","0,000007","-7,88E-01","1,668873E-03"
"2376,357","-3,30E-03","0,000007","-7,87E-01","1,668713E-03"
"2377,367","-3,31E-03","0,000007","-7,90E-01","1,668983E-03"
"2378,391","-3,33E-03","0,000007","-7,93E-01","1,669290E-03"
"2379,4","-3,30E-03","0,000007","-7,87E-01","1,668712E-03"
"2380,425","-3,29E-03","0,000007","-7,85E-01","1,668515E-03"
"2381,427","-3,24E-03","0,000007","-7,71E-01","1,667188E-03"
"2382,489","-3,28E-03","0,000007","-7,82E-01","1,668283E-03"
"2383,549","-3,34E-03","0,000007","-7,98E-01","1,669696E-03"
"2384,595","-3,35E-03","0,000007","-8,00E-01","1,669901E-03"
"2385,605","-3,32E-03","0,000007","-7,93E-01","1,669271E-03"
"2386,645","-3,31E-03","0,000007","-7,90E-01","1,668968E-03"
"2387,645","-3,32E-03","0,000007","-7,91E-01","1,669087E-03"
"2388,657","-3,34E-03","0,000007","-7,97E-01","1,669669E-03"
"2389,663","-3,35E-03","0,000007","-7,99E-01","1,669868E-03"
"2390,675","-3,32E-03","0,000007","-7,91E-01","1,669144E-03"
"2391,679","-3,39E-03","0,000007","-8,08E-01","1,670665E-03"
"2392,689","-3,40E-03","0,000007","-8,12E-01","1,670996E-03"
"2393,697","-3,36E-03","0,000007","-8,03E-01","1,670169E-03"
"2394,717","-3,30E-03","0,000007","-7,87E-01","1,668774E-03"
"2395,732","-3,36E-03","0,000007","-8,02E-01","1,670059E-03"
"2396,743","-3,29E-03","0,000007","-7,85E-01","1,668586E-03"
"2397,757","-3,34E-03","0,000007","-7,97E-01","1,669686E-03"
"2398,793","-3,34E-03","0,000007","-7,96E-01","1,669561E-03"
"2399,806","-3,32E-03","0,000007","-7,92E-01","1,669240E-03"
"2400,821","-3,33E-03","0,000007","-7,94E-01","1,669387E-03"
"2401,819","-3,33E-03","0,000007","-7,93E-01","1,669314E-03"
"2402,849","-3,32E-03","0,000007","-7,91E-01","1,669126E-03"
"2403,857","-3,35E-03","0,000007","-7,99E-01","1,669801E-03"
"2404,877","-3,32E-03","0,000007","-7,93E-01","1,669272E-03"
"2405,881","-3,32E-03","0,000007","-7,92E-01","1,669221E-03"
"2406,891","-3,28E-03","0,000007","-7,82E-01","1,668299E-03"
"2407,899","-3,27E-03","0,000007","-7,79E-01","1,667979E-03"
"2408,907","-3,29E-03","0,000007","-7,84E-01","1,668475E-03"
"2409,911","-3,31E-03","0,000007","-7,89E-01","1,668902E-03"
"2410,941","-3,31E-03","0,000007","-7,89E-01","1,668914E-03"
"2411,947","-3,29E-03","0,000007","-7,85E-01","1,668566E-03"
"2412,971","-3,33E-03","0,000007","-7,94E-01","1,669346E-03"
"2413,977","-3,36E-03","0,000007","-8,01E-01","1,670002E-03"
"2415,005","-3,35E-03","0,000007","-8,00E-01","1,669920E-03"
"2416,009","-3,39E-03","0,000007","-8,08E-01","1,670624E-03"
"2417,029","-3,38E-03","0,000007","-8,07E-01","1,670576E-03"
"2418,037","-3,36E-03","0,000007","-8,02E-01","1,670112E-03"
"2419,045","-3,30E-03","0,000007","-7,87E-01","1,668759E-03"
"2420,053","-3,32E-03","0,000007","-7,92E-01","1,669224E-03"
"2421,068","-3,37E-03","0,000007","-8,03E-01","1,670206E-03"
"2422,075","-3,37E-03","0,000007","-8,05E-01","1,670363E-03"
"2423,103","-3,36E-03","0,000007","-8,02E-01","1,670069E-03"
"2424,127","-3,35E-03","0,000007","-7,99E-01","1,669798E-03"
"2425,132","-3,36E-03","0,000007","-8,02E-01","1,670097E-03"
"2426,139","-3,32E-03","0,000007","-7,91E-01","1,669084E-03"
"2427,151","-3,30E-03","0,000007","-7,86E-01","1,668647E-03"
"2428,171","-3,30E-03","0,000007","-7,86E-01","1,668659E-03"
"2429,185","-3,34E-03","0,000007","-7,98E-01","1,669708E-03"
"2430,191","-3,34E-03","0,000007","-7,97E-01","1,669620E-03"
"2431,195","-3,32E-03","0,000007","-7,92E-01","1,669174E-03"
"2432,203","-3,32E-03","0,000007","-7,93E-01","1,669268E-03"
"2433,209","-3,33E-03","0,000007","-7,95E-01","1,669439E-03"
"2434,209","-3,33E-03","0,000007","-7,95E-01","1,669467E-03"
"2435,213","-3,41E-03","0,000007","-8,13E-01","1,671089E-03"
"2436,233","-3,41E-03","0,000007","-8,13E-01","1,671084E-03"
"2437,247","-3,39E-03","0,000007","-8,08E-01","1,670626E-03"
"2438,269","-3,42E-03","0,000007","-8,16E-01","1,671285E-03"
"2439,275","-3,39E-03","0,000007","-8,10E-01","1,670772E-03"
"2440,299","-3,40E-03","0,000007","-8,13E-01","1,671030E-03"
"2441,301","-3,38E-03","0,000007","-8,07E-01","1,670584E-03"
"2442,309","-3,40E-03","0,000007","-8,11E-01","1,670925E-03"
"2443,323","-3,36E-03","0,000007","-8,01E-01","1,670009E-03"
"2444,347","-3,34E-03","0,000007","-7,98E-01","1,669705E-03"
"2445,359","-3,33E-03","0,000007","-7,95E-01","1,669495E-03"
"2446,377","-3,33E-03","0,000007","-7,93E-01","1,669286E-03"
"2447,397","-3,33E-03","0,000007","-7,94E-01","1,669381E-03"
"2448,403","-3,36E-03","0,000007","-8,02E-01","1,670123E-03"
"2449,421","-3,40E-03","0,000007","-8,12E-01","1,670985E-03"
"2450,437","-3,40E-03","0,000007","-8,12E-01","1,670963E-03"
"2451,525","-3,40E-03","0,000007","-8,12E-01","1,670960E-03"
"2452,575","-3,38E-03","0,000007","-8,07E-01","1,670529E-03"
"2453,617","-3,39E-03","0,000007","-8,09E-01","1,670716E-03"
"2454,623","-3,37E-03","0,000007","-8,04E-01","1,670245E-03"
"2455,636","-3,36E-03","0,000007","-8,01E-01","1,670024E-03"
"2456,659","-3,36E-03","0,000007","-8,02E-01","1,670092E-03"
"2457,669","-3,34E-03","0,000007","-7,97E-01","1,669643E-03"
"2458,687","-3,34E-03","0,000007","-7,98E-01","1,669696E-03"
"2459,713","-3,33E-03","0,000007","-7,93E-01","1,669315E-03"
"2460,729","-3,35E-03","0,000007","-8,00E-01","1,669918E-03"
"2461,745","-3,38E-03","0,000007","-8,08E-01","1,670616E-03"
"2462,763","-3,36E-03","0,000007","-8,02E-01","1,670076E-03"
"2463,777","-3,35E-03","0,000007","-8,00E-01","1,669917E-03"
"2464,791","-3,35E-03","0,000007","-7,99E-01","1,669813E-03"
"2465,807","-3,35E-03","0,000007","-7,98E-01","1,669744E-03"
"2466,829","-3,35E-03","0,000007","-8,00E-01","1,669942E-03"
"2467,837","-3,40E-03","0,000007","-8,11E-01","1,670906E-03"
"2468,877","-3,37E-03","0,000007","-8,05E-01","1,670389E-03"
"2469,881","-3,35E-03","0,000007","-8,00E-01","1,669885E-03"
"2470,891","-3,37E-03","0,000007","-8,04E-01","1,670247E-03"
"2471,903","-3,34E-03","0,000007","-7,96E-01","1,669598E-03"
"2472,919","-3,32E-03","0,000007","-7,93E-01","1,669276E-03"
"2473,937","-3,32E-03","0,000007","-7,92E-01","1,669168E-03"
"2474,951","-3,34E-03","0,000007","-7,95E-01","1,669508E-03"
"2475,963","-3,33E-03","0,000007","-7,94E-01","1,669387E-03"
"2476,987","-3,29E-03","0,000007","-7,84E-01","1,668495E-03"
"2478,017","-3,27E-03","0,000007","-7,79E-01","1,668012E-03"
"2479,029","-3,32E-03","0,000007","-7,92E-01","1,669165E-03"
"2480,043","-3,38E-03","0,000007","-8,07E-01","1,670498E-03"
"2481,055","-3,37E-03","0,000007","-8,03E-01","1,670218E-03"
"2482,067","-3,35E-03","0,000007","-7,99E-01","1,669785E-03"
"2483,077","-3,42E-03","0,000007","-8,16E-01","1,671306E-03"
"2484,089","-3,40E-03","0,000007","-8,12E-01","1,671020E-03"
"2485,111","-3,40E-03","0,000007","-8,11E-01","1,670914E-03"
"2486,115","-3,38E-03","0,000007","-8,06E-01","1,670442E-03"
"2487,123","-3,37E-03","0,000007","-8,05E-01","1,670332E-03"
"2488,137","-3,38E-03","0,000007","-8,06E-01","1,670413E-03"
"2489,155","-3,37E-03","0,000007","-8,04E-01","1,670252E-03"
"2490,162","-3,30E-03","0,000007","-7,87E-01","1,668762E-03"
"2491,161","-3,31E-03","0,000007","-7,90E-01","1,669048E-03"
"2492,167","-3,32E-03","0,000007","-7,91E-01","1,669128E-03"
"2493,191","-3,33E-03","0,000007","-7,95E-01","1,669465E-03"
"2494,199","-3,34E-03","0,000007","-7,97E-01","1,669635E-03"
"2495,221","-3,39E-03","0,000007","-8,08E-01","1,670627E-03"
"2496,229","-3,42E-03","0,000007","-8,18E-01","1,671463E-03"
"2497,255","-3,40E-03","0,000007","-8,13E-01","1,671024E-03"
"2498,269","-3,42E-03","0,000007","-8,17E-01","1,671387E-03"
"2499,281","-3,43E-03","0,000007","-8,19E-01","1,671559E-03"
"2500,296","-3,46E-03","0,000007","-8,26E-01","1,672170E-03"
"2501,305","-3,48E-03","0,000007","-8,32E-01","1,672643E-03"
"2502,323","-3,49E-03","0,000007","-8,33E-01","1,672760E-03"
"2503,343","-3,47E-03","0,000007","-8,29E-01","1,672468E-03"
"2504,355","-3,39E-03","0,000007","-8,09E-01","1,670733E-03"
"2505,379","-3,35E-03","0,000007","-7,99E-01","1,669829E-03"
"2506,379","-3,37E-03","0,000007","-8,05E-01","1,670373E-03"
"2507,391","-3,39E-03","0,000007","-8,08E-01","1,670646E-03"
"2508,395","-3,41E-03","0,000007","-8,13E-01","1,671058E-03"
"2509,409","-3,38E-03","0,000007","-8,06E-01","1,670437E-03"
"2510,425","-3,37E-03","0,000007","-8,05E-01","1,670366E-03"
"2511,441","-3,35E-03","0,000007","-7,99E-01","1,669799E-03"
"2512,449","-3,37E-03","0,000007","-8,03E-01","1,670177E-03"
"2513,467","-3,40E-03","0,000007","-8,11E-01","1,670864E-03"
"2514,539","-3,37E-03","0,000007","-8,05E-01","1,670332E-03"
"2515,589","-3,41E-03","0,000007","-8,15E-01","1,671231E-03"
"2516,655","-3,48E-03","0,000007","-8,31E-01","1,672567E-03"
"2517,677","-3,46E-03","0,000007","-8,26E-01","1,672201E-03"
"2518,681","-3,43E-03","0,000007","-8,19E-01","1,671621E-03"
"2519,703","-3,37E-03","0,000007","-8,04E-01","1,670255E-03"
"2520,709","-3,36E-03","0,000007","-8,02E-01","1,670114E-03"
"2521,721","-3,36E-03","0,000007","-8,01E-01","1,670049E-03"
"2522,731","-3,42E-03","0,000007","-8,17E-01","1,671445E-03"
"2523,743","-3,43E-03","0,000007","-8,20E-01","1,671636E-03"
"2524,743","-3,39E-03","0,000007","-8,08E-01","1,670633E-03"
"2525,747","-3,42E-03","0,000007","-8,18E-01","1,671475E-03"
"2526,759","-3,40E-03","0,000007","-8,11E-01","1,670915E-03"
"2527,771","-3,35E-03","0,000007","-7,99E-01","1,669856E-03"
"2528,775","-3,38E-03","0,000007","-8,08E-01","1,670602E-03"
"2529,787","-3,41E-03","0,000007","-8,14E-01","1,671172E-03"
"2530,787","-3,42E-03","0,000007","-8,17E-01","1,671421E-03"
"2531,793","-3,38E-03","0,000007","-8,07E-01","1,670520E-03"
"2532,805","-3,39E-03","0,000007","-8,08E-01","1,670663E-03"
"2533,807","-3,38E-03","0,000007","-8,05E-01","1,670408E-03"
"2534,823","-3,37E-03","0,000007","-8,04E-01","1,670234E-03"
"2535,835","-3,39E-03","0,000007","-8,08E-01","1,670669E-03"
"2536,848","-3,38E-03","0,000007","-8,05E-01","1,670400E-03"
"2537,849","-3,35E-03","0,000007","-7,99E-01","1,669839E-03"
"2538,861","-3,35E-03","0,000007","-8,00E-01","1,669943E-03"
"2539,869","-3,40E-03","0,000007","-8,12E-01","1,670974E-03"
"2540,879","-3,41E-03","0,000007","-8,14E-01","1,671185E-03"
"2541,879","-3,41E-03","0,000007","-8,14E-01","1,671148E-03"
"2542,889","-3,43E-03","0,000007","-8,20E-01","1,671630E-03"
"2543,897","-3,46E-03","0,000007","-8,27E-01","1,672304E-03"
"2544,903","-3,48E-03","0,000007","-8,33E-01","1,672723E-03"
"2545,919","-3,45E-03","0,000007","-8,25E-01","1,672086E-03"
"2546,937","-3,41E-03","0,000007","-8,14E-01","1,671176E-03"
"2547,943","-3,42E-03","0,000007","-8,16E-01","1,671348E-03"
"2548,953","-3,41E-03","0,000007","-8,15E-01","1,671252E-03"
"2549,965","-3,43E-03","0,000007","-8,20E-01","1,671659E-03"
"2550,983","-3,40E-03","0,000007","-8,12E-01","1,671007E-03"
"2551,993","-3,44E-03","0,000007","-8,22E-01","1,671825E-03"
"2552,997","-3,44E-03","0,000007","-8,21E-01","1,671741E-03"
"2554,005","-3,42E-03","0,000007","-8,17E-01","1,671393E-03"
"2555,019","-3,41E-03","0,000007","-8,15E-01","1,671241E-03"
"2556,043","-3,42E-03","0,000007","-8,16E-01","1,671353E-03"
"2557,065","-3,42E-03","0,000007","-8,16E-01","1,671303E-03"
"2558,067","-3,42E-03","0,000007","-8,16E-01","1,671289E-03"
"2559,079","-3,42E-03","0,000007","-8,17E-01","1,671402E-03"
"2560,103","-3,43E-03","0,000007","-8,20E-01","1,671651E-03"
"2561,129","-3,46E-03","0,000007","-8,27E-01","1,672299E-03"
"2562,133","-3,48E-03","0,000007","-8,30E-01","1,672539E-03"
"2563,155","-3,46E-03","0,000007","-8,25E-01","1,672129E-03"
"2564,171","-3,46E-03","0,000007","-8,27E-01","1,672223E-03"
"2565,201","-3,45E-03","0,000007","-8,24E-01","1,672040E-03"
"2566,215","-3,42E-03","0,000007","-8,17E-01","1,671450E-03"
"2567,235","-3,42E-03","0,000007","-8,15E-01","1,671276E-03"
"2568,247","-3,41E-03","0,000007","-8,15E-01","1,671208E-03"
"2569,269","-3,41E-03","0,000007","-8,15E-01","1,671265E-03"
"2570,277","-3,42E-03","0,000007","-8,16E-01","1,671337E-03"
"2571,299","-3,41E-03","0,000007","-8,15E-01","1,671197E-03"
"2572,308","-3,42E-03","0,000007","-8,16E-01","1,671297E-03"
"2573,327","-3,43E-03","0,000007","-8,20E-01","1,671643E-03"
"2574,355","-3,41E-03","0,000007","-8,13E-01","1,671058E-03"
"2575,379","-3,42E-03","0,000007","-8,17E-01","1,671398E-03"
"2576,381","-3,41E-03","0,000007","-8,14E-01","1,671111E-03"
"2577,391","-3,43E-03","0,000007","-8,20E-01","1,671688E-03"
"2578,403","-3,47E-03","0,000007","-8,30E-01","1,672475E-03"
"2579,423","-3,44E-03","0,000007","-8,21E-01","1,671768E-03"
"2580,437","-3,48E-03","0,000007","-8,33E-01","1,672741E-03"
"2581,453","-3,48E-03","0,000007","-8,31E-01","1,672627E-03"
"2582,463","-3,47E-03","0,000007","-8,28E-01","1,672377E-03"
"2583,485","-3,48E-03","0,000007","-8,31E-01","1,672600E-03"
"2584,489","-3,49E-03","0,000007","-8,34E-01","1,672866E-03"
"2585,504","-3,45E-03","0,000007","-8,23E-01","1,671952E-03"
"2586,573","-3,42E-03","0,000007","-8,17E-01","1,671448E-03"
"2587,615","-3,46E-03","0,000007","-8,27E-01","1,672234E-03"
"2588,666","-3,48E-03","0,000007","-8,30E-01","1,672555E-03"
"2589,679","-3,48E-03","0,000007","-8,31E-01","1,672569E-03"
"2590,715","-3,50E-03","0,000007","-8,36E-01","1,673045E-03"
"2591,737","-3,49E-03","0,000007","-8,33E-01","1,672751E-03"
"2592,739","-3,51E-03","0,000006","-8,38E-01","1,434180E-03"
"2593,741","-3,47E-03","0,000007","-8,30E-01","1,672514E-03"
"2594,757","-3,45E-03","0,000007","-8,25E-01","1,672074E-03"
"2595,759","-3,46E-03","0,000007","-8,25E-01","1,672134E-03"
"2596,775","-3,46E-03","0,000007","-8,27E-01","1,672251E-03"
"2597,787","-3,46E-03","0,000007","-8,25E-01","1,672131E-03"
"2598,809","-3,44E-03","0,000007","-8,21E-01","1,671788E-03"
"2599,821","-3,45E-03","0,000007","-8,25E-01","1,672110E-03"
"2600,829","-3,40E-03","0,000007","-8,11E-01","1,670901E-03"
"2601,834","-3,40E-03","0,000007","-8,12E-01","1,670937E-03"
"2602,861","-3,43E-03","0,000007","-8,19E-01","1,671544E-03"
"2603,867","-3,42E-03","0,000007","-8,16E-01","1,671350E-03"
"2604,863","-3,41E-03","0,000007","-8,15E-01","1,671238E-03"
"2605,865","-3,39E-03","0,000007","-8,09E-01","1,670696E-03"
"2606,863","-3,38E-03","0,000007","-8,06E-01","1,670432E-03"
"2607,863","-3,42E-03","0,000007","-8,17E-01","1,671421E-03"
"2608,873","-3,38E-03","0,000007","-8,07E-01","1,670525E-03"
"2609,879","-3,38E-03","0,000007","-8,08E-01","1,670612E-03"
"2610,891","-3,39E-03","0,000007","-8,09E-01","1,670741E-03"
"2611,895","-3,45E-03","0,000007","-8,23E-01","1,671945E-03"
"2612,923","-3,47E-03","0,000007","-8,30E-01","1,672529E-03"
"2613,935","-3,49E-03","0,000007","-8,33E-01","1,672773E-03"
"2614,943","-3,50E-03","0,000007","-8,36E-01","1,672980E-03"
"2615,945","-3,48E-03","0,000007","-8,32E-01","1,672662E-03"
"2616,969","-3,46E-03","0,000007","-8,26E-01","1,672194E-03"
"2617,977","-3,47E-03","0,000007","-8,28E-01","1,672386E-03"
"2618,985","-3,49E-03","0,000007","-8,33E-01","1,672770E-03"
"2619,997","-3,48E-03","0,000007","-8,32E-01","1,672702E-03"
"2621,027","-3,44E-03","0,000007","-8,20E-01","1,671712E-03"
"2622,035","-3,39E-03","0,000007","-8,10E-01","1,670835E-03"
"2623,047","-3,42E-03","0,000007","-8,17E-01","1,671376E-03"
"2624,055","-3,42E-03","0,000007","-8,18E-01","1,671483E-03"
"2625,081","-3,42E-03","0,000007","-8,15E-01","1,671272E-03"
"2626,089","-3,43E-03","0,000007","-8,19E-01","1,671585E-03"
"2627,097","-3,44E-03","0,000007","-8,21E-01","1,671741E-03"
"2628,099","-3,43E-03","0,000007","-8,19E-01","1,671556E-03"
"2629,113","-3,41E-03","0,000007","-8,14E-01","1,671154E-03"
"2630,113","-3,43E-03","0,000007","-8,20E-01","1,671627E-03"
"2631,121","-3,46E-03","0,000007","-8,26E-01","1,672158E-03"
"2632,129","-3,40E-03","0,000007","-8,11E-01","1,670932E-03"
"2633,141","-3,44E-03","0,000007","-8,22E-01","1,671833E-03"
"2634,147","-3,49E-03","0,000007","-8,33E-01","1,672799E-03"
"2635,153","-3,47E-03","0,000007","-8,28E-01","1,672387E-03"
"2636,179","-3,46E-03","0,000007","-8,27E-01","1,672236E-03"
"2637,193","-3,44E-03","0,000007","-8,22E-01","1,671830E-03"
"2638,195","-3,47E-03","0,000007","-8,30E-01","1,672520E-03"
"2639,201","-3,51E-03","0,000006","-8,38E-01","1,434156E-03"
"2640,225","-3,54E-03","0,000006","-8,45E-01","1,434664E-03"
"2641,231","-3,54E-03","0,000006","-8,45E-01","1,434666E-03"
"2642,249","-3,54E-03","0,000006","-8,47E-01","1,434789E-03"
"2643,267","-3,55E-03","0,000006","-8,49E-01","1,434882E-03"
"2644,275","-3,52E-03","0,000006","-8,41E-01","1,434359E-03"
"2645,295","-3,49E-03","0,000007","-8,33E-01","1,672789E-03"
"2646,303","-3,45E-03","0,000007","-8,24E-01","1,672034E-03"
"2647,315","-3,47E-03","0,000007","-8,30E-01","1,672483E-03"
"2648,323","-3,42E-03","0,000007","-8,16E-01","1,671347E-03"
"2649,343","-3,47E-03","0,000007","-8,29E-01","1,672419E-03"
"2650,349","-3,50E-03","0,000006","-8,37E-01","1,434114E-03"
"2651,361","-3,50E-03","0,000007","-8,36E-01","1,672991E-03"
"2652,383","-3,51E-03","0,000006","-8,39E-01","1,434197E-03"
"2653,393","-3,47E-03","0,000007","-8,30E-01","1,672512E-03"
"2654,395","-3,43E-03","0,000007","-8,20E-01","1,671685E-03"
"2655,395","-3,42E-03","0,000007","-8,17E-01","1,671422E-03"
"2656,401","-3,46E-03","0,000007","-8,28E-01","1,672326E-03"
"2657,421","-3,49E-03","0,000007","-8,34E-01","1,672868E-03"
"2658,431","-3,47E-03","0,000007","-8,28E-01","1,672361E-03"
"2659,455","-3,49E-03","0,000007","-8,34E-01","1,672867E-03"
"2660,479","-3,48E-03","0,000007","-8,31E-01","1,672632E-03"
