Zeit,Wert2,Wert3,Temperatur,Wert5
"1500,069","-1,32E-02","-0,000003","-3,26E+00","-7,396437E-04"
"1501,075","-1,33E-02","-0,000003","-3,27E+00","-7,396568E-04"
"1502,086","-1,33E-02","-0,000003","-3,27E+00","-7,396536E-04"
"1503,105","-1,33E-02","-0,000003","-3,27E+00","-7,396736E-04"
"1504,121","-1,33E-02","-0,000003","-3,28E+00","-7,396819E-04"
"1505,141","-1,33E-02","-0,000003","-3,28E+00","-7,396948E-04"
"1506,151","-1,33E-02","-0,000003","-3,28E+00","-7,396965E-04"
"1507,175","-1,33E-02","-0,000003","-3,29E+00","-7,397127E-04"
"1508,187","-1,33E-02","-0,000003","-3,29E+00","-7,397114E-04"
"1509,203","-1,34E-02","-0,000003","-3,29E+00","-7,397156E-04"
"1510,255","-1,34E-02","-0,000003","-3,30E+00","-7,397351E-04"
"1511,303","-1,34E-02","-0,000003","-3,30E+00","-7,397260E-04"
"1512,347","-1,34E-02","-0,000003","-3,31E+00","-7,397497E-04"
"1513,361","-1,34E-02","-0,000003","-3,31E+00","-7,397639E-04"
"1514,373","-1,35E-02","-0,000003","-3,32E+00","-7,397824E-04"
"1515,391","-1,34E-02","-0,000003","-3,31E+00","-7,397623E-04"
"1516,397","-1,35E-02","-0,000003","-3,33E+00","-7,397982E-04"
"1517,407","-1,35E-02","-0,000003","-3,32E+00","-7,397766E-04"
"1518,411","-1,35E-02","-0,000003","-3,32E+00","-7,397809E-04"
"1519,413","-1,35E-02","-0,000003","-3,32E+00","-7,397907E-04"
"1520,429","-1,35E-02","-0,000003","-3,32E+00","-7,397922E-04"
"1521,455","-1,35E-02","-0,000004","-3,33E+00","-9,864078E-04"
"1522,459","-1,36E-02","-0,000004","-3,35E+00","-9,864679E-04"
"1523,473","-1,36E-02","-0,000004","-3,35E+00","-9,864634E-04"
"1524,481","-1,36E-02","-0,000004","-3,35E+00","-9,864715E-04"
"1525,513","-1,36E-02","-0,000004","-3,35E+00","-9,864737E-04"
"1526,525","-1,36E-02","-0,000004","-3,35E+00","-9,864774E-04"
"1527,549","-1,36E-02","-0,000004","-3,36E+00","-9,864891E-04"
"1528,555","-1,36E-02","-0,000004","-3,36E+00","-9,865088E-04"
"1529,563","-1,36E-02","-0,000004","-3,35E+00","-9,864863E-04"
"1530,575","-1,36E-02","-0,000004","-3,36E+00","-9,865114E-04"
"1531,597","-1,37E-02","-0,000004","-3,37E+00","-9,865232E-04"
"1532,603","-1,36E-02","-0,000004","-3,37E+00","-9,865195E-04"
"1533,629","-1,37E-02","-0,000004","-3,37E+00","-9,865440E-04"
"1534,653","-1,37E-02","-0,000004","-3,39E+00","-9,865818E-04"
"1535,667","-1,37E-02","-0,000004","-3,38E+00","-9,865731E-04"
"1536,687","-1,37E-02","-0,000004","-3,38E+00","-9,865701E-04"
"1537,701","-1,37E-02","-0,000004","-3,38E+00","-9,865758E-04"
"1538,713","-1,37E-02","-0,000004","-3,39E+00","-9,865974E-04"
"1539,727","-1,37E-02","-0,000004","-3,39E+00","-9,865815E-04"
"1540,747","-1,37E-02","-0,000004","-3,38E+00","-9,865764E-04"
"1541,761","-1,37E-02","-0,000004","-3,38E+00","-9,865594E-04"
"1542,771","-1,37E-02","-0,000004","-3,38E+00","-9,865770E-04"
"1543,783","-1,38E-02","-0,000004","-3,41E+00","-9,866466E-04"
"1544,793","-1,38E-02","-0,000004","-3,40E+00","-9,866330E-04"
"1545,815","-1,38E-02","-0,000004","-3,39E+00","-9,866011E-04"
"1546,821","-1,37E-02","-0,000004","-3,39E+00","-9,865858E-04"
"1547,849","-1,38E-02","-0,000004","-3,40E+00","-9,866138E-04"
"1548,851","-1,39E-02","-0,000004","-3,42E+00","-9,866846E-04"
"1549,859","-1,39E-02","-0,000004","-3,42E+00","-9,866900E-04"
"1550,863","-1,38E-02","-0,000004","-3,42E+00","-9,866737E-04"
"1551,877","-1,39E-02","-0,000004","-3,42E+00","-9,866828E-04"
"1552,879","-1,38E-02","-0,000004","-3,41E+00","-9,866656E-04"
"1553,891","-1,39E-02","-0,000004","-3,42E+00","-9,866786E-04"
"1554,917","-1,39E-02","-0,000004","-3,42E+00","-9,866947E-04"
"1555,937","-1,39E-02","-0,000004","-3,42E+00","-9,866795E-04"
"1556,945","-1,39E-02","-0,000004","-3,42E+00","-9,866895E-04"
"1557,969","-1,39E-02","-0,000004","-3,43E+00","-9,867195E-04"
"1558,977","-1,39E-02","-0,000004","-3,44E+00","-9,867479E-04"
"1560,001","-1,40E-02","-0,000004","-3,45E+00","-9,867634E-04"
"1561,007","-1,40E-02","-0,000004","-3,45E+00","-9,867754E-04"
"1562,031","-1,40E-02","-0,000004","-3,45E+00","-9,867604E-04"
"1563,037","-1,40E-02","-0,000004","-3,45E+00","-9,867873E-04"
"1564,045","-1,40E-02","-0,000004","-3,46E+00","-9,867968E-04"
"1565,061","-1,40E-02","-0,000004","-3,46E+00","-9,868011E-04"
"1566,075","-1,40E-02","-0,000004","-3,46E+00","-9,868123E-04"
"1567,085","-1,40E-02","-0,000004","-3,46E+00","-9,868167E-04"
"1568,099","-1,40E-02","-0,000004","-3,46E+00","-9,868065E-04"
"1569,107","-1,40E-02","-0,000004","-3,46E+00","-9,867991E-04"
"1570,113","-1,41E-02","-0,000004","-3,47E+00","-9,868315E-04"
"1571,113","-1,41E-02","-0,000004","-3,49E+00","-9,868931E-04"
"1572,125","-1,42E-02","-0,000004","-3,50E+00","-9,869231E-04"
"1573,131","-1,42E-02","-0,000004","-3,49E+00","-9,869001E-04"
"1574,141","-1,42E-02","-0,000004","-3,50E+00","-9,869144E-04"
"1575,149","-1,41E-02","-0,000004","-3,48E+00","-9,868742E-04"
"1576,161","-1,41E-02","-0,000004","-3,48E+00","-9,868472E-04"
"1577,169","-1,42E-02","-0,000004","-3,49E+00","-9,868992E-04"
"1578,227","-1,42E-02","-0,000004","-3,50E+00","-9,869192E-04"
"1579,289","-1,43E-02","-0,000004","-3,52E+00","-9,869677E-04"
"1580,335","-1,42E-02","-0,000004","-3,51E+00","-9,869486E-04"
"1581,355","-1,42E-02","-0,000004","-3,51E+00","-9,869468E-04"
"1582,377","-1,43E-02","-0,000004","-3,52E+00","-9,869763E-04"
"1583,381","-1,43E-02","-0,000004","-3,53E+00","-9,869994E-04"
"1584,387","-1,43E-02","-0,000004","-3,54E+00","-9,870229E-04"
"1585,399","-1,43E-02","-0,000004","-3,53E+00","-9,870082E-04"
"1586,437","-1,43E-02","-0,000004","-3,52E+00","-9,869709E-04"
"1587,449","-1,43E-02","-0,000004","-3,52E+00","-9,869767E-04"
"1588,471","-1,43E-02","-0,000004","-3,53E+00","-9,870082E-04"
"1589,473","-1,43E-02","-0,000004","-3,52E+00","-9,869824E-04"
"1590,486","-1,43E-02","-0,000004","-3,52E+00","-9,869842E-04"
"1591,489","-1,43E-02","-0,000004","-3,52E+00","-9,869802E-04"
"1592,499","-1,43E-02","-0,000004","-3,53E+00","-9,870134E-04"
"1593,507","-1,44E-02","-0,000004","-3,55E+00","-9,870469E-04"
"1594,519","-1,44E-02","-0,000004","-3,55E+00","-9,870486E-04"
"1595,525","-1,44E-02","-0,000004","-3,54E+00","-9,870409E-04"
"1596,549","-1,43E-02","-0,000004","-3,54E+00","-9,870299E-04"
"1597,555","-1,44E-02","-0,000004","-3,56E+00","-9,870788E-04"
"1598,579","-1,44E-02","-0,000004","-3,56E+00","-9,871008E-04"
"1599,585","-1,45E-02","-0,000004","-3,57E+00","-9,871154E-04"
"1600,597","-1,45E-02","-0,000004","-3,57E+00","-9,871058E-04"
"1601,607","-1,44E-02","-0,000004","-3,56E+00","-9,870911E-04"
"1602,645","-1,44E-02","-0,000004","-3,57E+00","-9,871024E-04"
"1603,647","-1,45E-02","-0,000005","-3,58E+00","-1,233927E-03"
"1604,649","-1,45E-02","-0,000005","-3,58E+00","-1,233943E-03"
"1605,651","-1,46E-02","-0,000005","-3,59E+00","-1,233966E-03"
"1606,665","-1,46E-02","-0,000005","-3,60E+00","-1,233984E-03"
"1607,685","-1,45E-02","-0,000005","-3,59E+00","-1,233960E-03"
"1608,695","-1,46E-02","-0,000005","-3,59E+00","-1,233973E-03"
"1609,713","-1,45E-02","-0,000004","-3,58E+00","-9,871347E-04"
"1610,731","-1,45E-02","-0,000005","-3,58E+00","-1,233937E-03"
"1611,747","-1,45E-02","-0,000005","-3,59E+00","-1,233958E-03"
"1612,769","-1,45E-02","-0,000005","-3,59E+00","-1,233965E-03"
"1613,775","-1,46E-02","-0,000005","-3,60E+00","-1,234011E-03"
"1614,799","-1,46E-02","-0,000005","-3,60E+00","-1,233982E-03"
"1615,809","-1,46E-02","-0,000005","-3,60E+00","-1,233987E-03"
"1616,831","-1,46E-02","-0,000005","-3,60E+00","-1,233989E-03"
"1617,841","-1,46E-02","-0,000005","-3,60E+00","-1,233996E-03"
"1618,861","-1,46E-02","-0,000005","-3,61E+00","-1,234018E-03"
"1619,887","-1,46E-02","-0,000005","-3,61E+00","-1,234017E-03"
"1620,895","-1,46E-02","-0,000005","-3,61E+00","-1,234042E-03"
"1621,895","-1,47E-02","-0,000005","-3,62E+00","-1,234064E-03"
"1622,905","-1,46E-02","-0,000005","-3,61E+00","-1,234037E-03"
"1623,919","-1,46E-02","-0,000005","-3,61E+00","-1,234041E-03"
"1624,939","-1,46E-02","-0,000005","-3,61E+00","-1,234040E-03"
"1625,941","-1,47E-02","-0,000005","-3,63E+00","-1,234103E-03"
"1626,95","-1,47E-02","-0,000005","-3,64E+00","-1,234115E-03"
"1627,963","-1,47E-02","-0,000005","-3,64E+00","-1,234132E-03"
"1628,983","-1,48E-02","-0,000005","-3,65E+00","-1,234154E-03"
"1629,995","-1,48E-02","-0,000005","-3,64E+00","-1,234144E-03"
"1631,009","-1,48E-02","-0,000005","-3,65E+00","-1,234176E-03"
"1632,021","-1,48E-02","-0,000005","-3,64E+00","-1,234144E-03"
"1633,031","-1,48E-02","-0,000005","-3,65E+00","-1,234152E-03"
"1634,039","-1,48E-02","-0,000005","-3,65E+00","-1,234165E-03"
"1635,045","-1,48E-02","-0,000005","-3,65E+00","-1,234169E-03"
"1636,055","-1,48E-02","-0,000005","-3,65E+00","-1,234165E-03"
"1637,082","-1,48E-02","-0,000005","-3,66E+00","-1,234190E-03"
"1638,095","-1,49E-02","-0,000005","-3,67E+00","-1,234229E-03"
"1639,099","-1,49E-02","-0,000005","-3,67E+00","-1,234240E-03"
"1640,111","-1,49E-02","-0,000005","-3,68E+00","-1,234273E-03"
"1641,121","-1,49E-02","-0,000005","-3,68E+00","-1,234257E-03"
"1642,145","-1,49E-02","-0,000005","-3,68E+00","-1,234267E-03"
"1643,153","-1,50E-02","-0,000005","-3,69E+00","-1,234301E-03"
"1644,165","-1,50E-02","-0,000005","-3,70E+00","-1,234321E-03"
"1645,179","-1,49E-02","-0,000005","-3,69E+00","-1,234281E-03"
"1646,191","-1,50E-02","-0,000005","-3,69E+00","-1,234309E-03"
"1647,263","-1,50E-02","-0,000005","-3,71E+00","-1,234361E-03"
"1648,313","-1,50E-02","-0,000005","-3,70E+00","-1,234329E-03"
"1649,349","-1,50E-02","-0,000005","-3,70E+00","-1,234327E-03"
"1650,359","-1,50E-02","-0,000005","-3,70E+00","-1,234335E-03"
"1651,363","-1,51E-02","-0,000005","-3,72E+00","-1,234378E-03"
"1652,377","-1,51E-02","-0,000005","-3,72E+00","-1,234405E-03"
"1653,381","-1,51E-02","-0,000005","-3,73E+00","-1,234407E-03"
"1654,395","-1,51E-02","-0,000005","-3,73E+00","-1,234429E-03"
"1655,401","-1,51E-02","-0,000005","-3,73E+00","-1,234406E-03"
"1656,425","-1,51E-02","-0,000005","-3,73E+00","-1,234415E-03"
"1657,437","-1,52E-02","-0,000005","-3,75E+00","-1,234477E-03"
"1658,449","-1,51E-02","-0,000005","-3,74E+00","-1,234450E-03"
"1659,463","-1,52E-02","-0,000005","-3,74E+00","-1,234468E-03"
"1660,477","-1,52E-02","-0,000005","-3,75E+00","-1,234492E-03"
"1661,491","-1,52E-02","-0,000005","-3,74E+00","-1,234467E-03"
"1662,504","-1,52E-02","-0,000005","-3,74E+00","-1,234464E-03"
"1663,507","-1,52E-02","-0,000005","-3,74E+00","-1,234464E-03"
"1664,521","-1,52E-02","-0,000005","-3,75E+00","-1,234482E-03"
"1665,525","-1,52E-02","-0,000005","-3,75E+00","-1,234487E-03"
"1666,553","-1,52E-02","-0,000005","-3,75E+00","-1,234494E-03"
"1667,551","-1,52E-02","-0,000005","-3,76E+00","-1,234508E-03"
"1668,565","-1,52E-02","-0,000005","-3,76E+00","-1,234521E-03"
"1669,573","-1,52E-02","-0,000005","-3,76E+00","-1,234529E-03"
"1670,611","-1,53E-02","-0,000005","-3,77E+00","-1,234545E-03"
"1671,617","-1,53E-02","-0,000005","-3,78E+00","-1,234562E-03"
"1672,641","-1,53E-02","-0,000005","-3,77E+00","-1,234552E-03"
"1673,647","-1,53E-02","-0,000005","-3,77E+00","-1,234557E-03"
"1674,651","-1,53E-02","-0,000005","-3,79E+00","-1,234593E-03"
"1675,669","-1,53E-02","-0,000005","-3,79E+00","-1,234597E-03"
"1676,685","-1,53E-02","-0,000005","-3,79E+00","-1,234606E-03"
"1677,691","-1,54E-02","-0,000005","-3,79E+00","-1,234614E-03"
"1678,695","-1,54E-02","-0,000005","-3,80E+00","-1,234632E-03"
"1679,715","-1,54E-02","-0,000005","-3,80E+00","-1,234632E-03"
"1680,725","-1,53E-02","-0,000005","-3,79E+00","-1,234600E-03"
"1681,729","-1,54E-02","-0,000005","-3,80E+00","-1,234627E-03"
"1682,757","-1,54E-02","-0,000005","-3,79E+00","-1,234618E-03"
"1683,777","-1,53E-02","-0,000005","-3,79E+00","-1,234607E-03"
"1684,787","-1,54E-02","-0,000005","-3,79E+00","-1,234613E-03"
"1685,789","-1,54E-02","-0,000005","-3,79E+00","-1,234622E-03"
"1686,813","-1,54E-02","-0,000005","-3,81E+00","-1,234662E-03"
"1687,825","-1,55E-02","-0,000005","-3,82E+00","-1,234694E-03"
"1688,847","-1,55E-02","-0,000005","-3,83E+00","-1,234716E-03"
"1689,849","-1,55E-02","-0,000006","-3,83E+00","-1,481682E-03"
"1690,859","-1,55E-02","-0,000006","-3,84E+00","-1,481692E-03"
"1691,863","-1,56E-02","-0,000006","-3,85E+00","-1,481739E-03"
"1692,873","-1,56E-02","-0,000006","-3,86E+00","-1,481770E-03"
"1693,881","-1,56E-02","-0,000006","-3,85E+00","-1,481752E-03"
"1694,903","-1,56E-02","-0,000006","-3,85E+00","-1,481753E-03"
"1695,917","-1,56E-02","-0,000006","-3,85E+00","-1,481756E-03"
"1696,937","-1,57E-02","-0,000006","-3,87E+00","-1,481803E-03"
"1697,943","-1,56E-02","-0,000006","-3,86E+00","-1,481795E-03"
"1698,967","-1,56E-02","-0,000006","-3,86E+00","-1,481789E-03"
"1699,981","-1,56E-02","-0,000006","-3,86E+00","-1,481786E-03"
"1700,991","-1,56E-02","-0,000006","-3,86E+00","-1,481783E-03"
"1701,991","-1,57E-02","-0,000006","-3,87E+00","-1,481800E-03"
"1703,018","-1,57E-02","-0,000006","-3,87E+00","-1,481819E-03"
"1704,023","-1,57E-02","-0,000006","-3,88E+00","-1,481863E-03"
"1705,031","-1,57E-02","-0,000006","-3,88E+00","-1,481849E-03"
"1706,043","-1,57E-02","-0,000006","-3,88E+00","-1,481848E-03"
"1707,065","-1,56E-02","-0,000006","-3,86E+00","-1,481778E-03"
"1708,075","-1,57E-02","-0,000006","-3,87E+00","-1,481816E-03"
"1709,087","-1,57E-02","-0,000006","-3,88E+00","-1,481839E-03"
"1710,105","-1,57E-02","-0,000006","-3,89E+00","-1,481880E-03"
"1711,117","-1,57E-02","-0,000006","-3,88E+00","-1,481860E-03"
"1712,141","-1,57E-02","-0,000006","-3,87E+00","-1,481809E-03"
"1713,149","-1,57E-02","-0,000006","-3,88E+00","-1,481834E-03"
"1714,155","-1,57E-02","-0,000006","-3,87E+00","-1,481807E-03"
"1715,169","-1,57E-02","-0,000006","-3,88E+00","-1,481855E-03"
"1716,187","-1,57E-02","-0,000006","-3,88E+00","-1,481852E-03"
"1717,195","-1,57E-02","-0,000006","-3,89E+00","-1,481878E-03"
"1718,201","-1,58E-02","-0,000006","-3,90E+00","-1,481935E-03"
"1719,271","-1,59E-02","-0,000006","-3,92E+00","-1,481996E-03"
"1720,317","-1,59E-02","-0,000006","-3,93E+00","-1,482022E-03"
"1721,385","-1,59E-02","-0,000006","-3,93E+00","-1,482019E-03"
"1722,407","-1,59E-02","-0,000006","-3,92E+00","-1,481981E-03"
"1723,411","-1,59E-02","-0,000006","-3,93E+00","-1,482011E-03"
"1724,413","-1,59E-02","-0,000006","-3,93E+00","-1,482038E-03"
"1725,419","-1,59E-02","-0,000006","-3,92E+00","-1,481996E-03"
"1726,441","-1,59E-02","-0,000006","-3,93E+00","-1,482018E-03"
"1727,465","-1,59E-02","-0,000006","-3,94E+00","-1,482043E-03"
"1728,483","-1,59E-02","-0,000006","-3,93E+00","-1,482013E-03"
"1729,497","-1,59E-02","-0,000006","-3,92E+00","-1,482004E-03"
"1730,519","-1,59E-02","-0,000006","-3,93E+00","-1,482021E-03"
"1731,523","-1,59E-02","-0,000006","-3,93E+00","-1,482011E-03"
"1732,523","-1,59E-02","-0,000006","-3,94E+00","-1,482049E-03"
"1733,525","-1,60E-02","-0,000006","-3,95E+00","-1,482095E-03"
"1734,551","-1,60E-02","-0,000006","-3,96E+00","-1,482121E-03"
"1735,567","-1,60E-02","-0,000006","-3,95E+00","-1,482094E-03"
"1736,577","-1,60E-02","-0,000006","-3,94E+00","-1,482060E-03"
"1737,587","-1,60E-02","-0,000006","-3,95E+00","-1,482095E-03"
"1738,609","-1,60E-02","-0,000006","-3,96E+00","-1,482128E-03"
"1739,613","-1,60E-02","-0,000006","-3,95E+00","-1,482107E-03"
"1740,621","-1,60E-02","-0,000006","-3,95E+00","-1,482095E-03"
"1741,631","-1,60E-02","-0,000006","-3,96E+00","-1,482111E-03"
"1742,631","-1,60E-02","-0,000006","-3,94E+00","-1,482074E-03"
"1743,629","-1,59E-02","-0,000006","-3,94E+00","-1,482048E-03"
"1744,641","-1,59E-02","-0,000006","-3,93E+00","-1,482040E-03"
"1745,647","-1,60E-02","-0,000006","-3,95E+00","-1,482082E-03"
"1746,681","-1,61E-02","-0,000006","-3,97E+00","-1,482152E-03"
"1747,697","-1,60E-02","-0,000006","-3,96E+00","-1,482141E-03"
"1748,699","-1,61E-02","-0,000006","-3,97E+00","-1,482164E-03"
"1749,715","-1,61E-02","-0,000006","-3,97E+00","-1,482170E-03"
"1750,727","-1,61E-02","-0,000006","-3,98E+00","-1,482204E-03"
"1751,743","-1,61E-02","-0,000006","-3,98E+00","-1,482189E-03"
"1752,767","-1,61E-02","-0,000006","-3,98E+00","-1,482190E-03"
"1753,775","-1,61E-02","-0,000006","-3,97E+00","-1,482167E-03"
"1754,797","-1,61E-02","-0,000006","-3,98E+00","-1,482186E-03"
"1755,803","-1,61E-02","-0,000006","-3,98E+00","-1,482187E-03"
"1756,811","-1,61E-02","-0,000006","-3,98E+00","-1,482191E-03"
"1757,825","-1,61E-02","-0,000006","-3,98E+00","-1,482206E-03"
"1758,847","-1,62E-02","-0,000006","-3,99E+00","-1,482226E-03"
"1759,85","-1,62E-02","-0,000006","-4,01E+00","-1,482290E-03"
"1760,863","-1,62E-02","-0,000006","-4,01E+00","-1,482278E-03"
"1761,867","-1,62E-02","-0,000006","-4,01E+00","-1,482293E-03"
"1762,889","-1,62E-02","-0,000006","-4,01E+00","-1,482300E-03"
"1763,899","-1,63E-02","-0,000006","-4,02E+00","-1,482310E-03"
"1764,903","-1,63E-02","-0,000006","-4,01E+00","-1,482307E-03"
"1765,919","-1,62E-02","-0,000006","-4,01E+00","-1,482304E-03"
"1766,941","-1,63E-02","-0,000006","-4,02E+00","-1,482329E-03"
"1767,943","-1,63E-02","-0,000006","-4,03E+00","-1,482343E-03"
"1768,951","-1,63E-02","-0,000006","-4,03E+00","-1,482369E-03"
"1769,959","-1,64E-02","-0,000006","-4,04E+00","-1,482393E-03"
"1770,977","-1,63E-02","-0,000006","-4,04E+00","-1,482384E-03"
"1771,989","-1,63E-02","-0,000006","-4,04E+00","-1,482380E-03"
"1772,993","-1,64E-02","-0,000006","-4,04E+00","-1,482397E-03"
"1773,989","-1,64E-02","-0,000006","-4,05E+00","-1,482408E-03"
"1774,993","-1,64E-02","-0,000006","-4,05E+00","-1,482418E-03"
"1776,014","-1,64E-02","-0,000006","-4,05E+00","-1,482423E-03"
"1777,019","-1,63E-02","-0,000006","-4,04E+00","-1,482377E-03"
"1778,049","-1,64E-02","-0,000006","-4,04E+00","-1,482394E-03"
"1779,061","-1,63E-02","-0,000006","-4,04E+00","-1,482383E-03"
"1780,079","-1,64E-02","-0,000006","-4,05E+00","-1,482417E-03"
"1781,083","-1,64E-02","-0,000006","-4,05E+00","-1,482419E-03"
"1782,095","-1,64E-02","-0,000006","-4,05E+00","-1,482430E-03"
"1783,103","-1,64E-02","-0,000006","-4,06E+00","-1,482459E-03"
"1784,116","-1,64E-02","-0,000006","-4,06E+00","-1,482462E-03"
"1785,113","-1,64E-02","-0,000006","-4,06E+00","-1,482461E-03"
"1786,131","-1,64E-02","-0,000006","-4,06E+00","-1,482443E-03"
"1787,143","-1,64E-02","-0,000006","-4,06E+00","-1,482448E-03"
"1788,145","-1,64E-02","-0,000006","-4,06E+00","-1,482460E-03"
"1789,153","-1,65E-02","-0,000006","-4,07E+00","-1,482493E-03"
"1790,169","-1,65E-02","-0,000007","-4,08E+00","-1,729608E-03"
"1791,189","-1,65E-02","-0,000007","-4,08E+00","-1,729615E-03"
"1792,193","-1,65E-02","-0,000007","-4,08E+00","-1,729608E-03"
"1793,201","-1,65E-02","-0,000007","-4,08E+00","-1,729605E-03"
"1794,207","-1,65E-02","-0,000007","-4,08E+00","-1,729609E-03"
"1795,217","-1,65E-02","-0,000007","-4,08E+00","-1,729614E-03"
"1796,223","-1,65E-02","-0,000007","-4,08E+00","-1,729603E-03"
"1797,305","-1,65E-02","-0,000007","-4,08E+00","-1,729622E-03"
"1798,359","-1,65E-02","-0,000007","-4,08E+00","-1,729608E-03"
"1799,395","-1,66E-02","-0,000007","-4,10E+00","-1,729660E-03"
"1800,395","-1,66E-02","-0,000007","-4,09E+00","-1,729654E-03"
"1801,407","-1,66E-02","-0,000007","-4,09E+00","-1,729643E-03"
"1802,417","-1,66E-02","-0,000007","-4,09E+00","-1,729640E-03"
"1803,425","-1,66E-02","-0,000007","-4,10E+00","-1,729682E-03"
"1804,445","-1,66E-02","-0,000007","-4,11E+00","-1,729723E-03"
"1805,458","-1,67E-02","-0,000007","-4,12E+00","-1,729761E-03"
"1806,461","-1,67E-02","-0,000007","-4,12E+00","-1,729733E-03"
"1807,471","-1,66E-02","-0,000007","-4,10E+00","-1,729691E-03"
"1808,495","-1,67E-02","-0,000007","-4,12E+00","-1,729761E-03"
"1809,515","-1,67E-02","-0,000007","-4,12E+00","-1,729753E-03"
"1810,527","-1,67E-02","-0,000007","-4,12E+00","-1,729765E-03"
"1811,535","-1,67E-02","-0,000007","-4,13E+00","-1,729775E-03"
"1812,541","-1,67E-02","-0,000007","-4,13E+00","-1,729786E-03"
"1813,563","-1,67E-02","-0,000007","-4,13E+00","-1,729795E-03"
"1814,573","-1,67E-02","-0,000007","-4,14E+00","-1,729813E-03"
"1815,597","-1,68E-02","-0,000007","-4,15E+00","-1,729842E-03"
"1816,601","-1,68E-02","-0,000007","-4,14E+00","-1,729821E-03"
"1817,609","-1,67E-02","-0,000007","-4,14E+00","-1,729811E-03"
"1818,616","-1,67E-02","-0,000007","-4,14E+00","-1,729805E-03"
"1819,627","-1,67E-02","-0,000007","-4,14E+00","-1,729811E-03"
"1820,651","-1,67E-02","-0,000007","-4,14E+00","-1,729817E-03"
"1821,667","-1,67E-02","-0,000007","-4,14E+00","-1,729806E-03"
"1822,685","-1,68E-02","-0,000007","-4,14E+00","-1,729838E-03"
"1823,697","-1,68E-02","-0,000007","-4,14E+00","-1,729830E-03"
"1824,709","-1,68E-02","-0,000007","-4,14E+00","-1,729833E-03"
"1825,713","-1,68E-02","-0,000007","-4,15E+00","-1,729863E-03"
"1826,724","-1,68E-02","-0,000007","-4,16E+00","-1,729894E-03"
"1827,727","-1,69E-02","-0,000007","-4,17E+00","-1,729920E-03"
"1828,739","-1,69E-02","-0,000007","-4,17E+00","-1,729922E-03"
"1829,747","-1,69E-02","-0,000007","-4,17E+00","-1,729929E-03"
"1830,759","-1,69E-02","-0,000007","-4,18E+00","-1,729952E-03"
"1831,771","-1,69E-02","-0,000007","-4,18E+00","-1,729975E-03"
"1832,795","-1,69E-02","-0,000007","-4,18E+00","-1,729949E-03"
"1833,817","-1,69E-02","-0,000007","-4,17E+00","-1,729934E-03"
"1834,821","-1,69E-02","-0,000007","-4,18E+00","-1,729950E-03"
"1835,829","-1,69E-02","-0,000007","-4,17E+00","-1,729944E-03"
"1836,855","-1,69E-02","-0,000007","-4,18E+00","-1,729954E-03"
"1837,863","-1,69E-02","-0,000007","-4,18E+00","-1,729967E-03"
"1838,873","-1,69E-02","-0,000007","-4,18E+00","-1,729966E-03"
"1839,889","-1,69E-02","-0,000007","-4,19E+00","-1,729982E-03"
"1840,899","-1,69E-02","-0,000007","-4,19E+00","-1,729990E-03"
"1841,895","-1,70E-02","-0,000007","-4,20E+00","-1,730018E-03"
"1842,901","-1,70E-02","-0,000007","-4,19E+00","-1,730008E-03"
"1843,921","-1,69E-02","-0,000007","-4,19E+00","-1,729995E-03"
"1844,933","-1,58E-02","-0,000006","-3,89E+00","-1,481898E-03"
"1845,955","-6,66E-03","0,000003","-1,62E+00","7,316113E-04"
"1846,963","-3,48E-03","0,000007","-8,31E-01","1,672590E-03"
"1847,981","-3,38E-03","0,000007","-8,07E-01","1,670502E-03"
"1849,008","-3,32E-03","0,000007","-7,93E-01","1,669272E-03"
"1850,019","-3,28E-03","0,000007","-7,83E-01","1,668345E-03"
"1851,023","-3,24E-03","0,000007","-7,71E-01","1,667265E-03"
"1852,031","-3,25E-03","0,000007","-7,73E-01","1,667447E-03"
"1853,055","-3,20E-03","0,000007","-7,62E-01","1,666351E-03"
"1854,063","-3,17E-03","0,000007","-7,55E-01","1,665648E-03"
"1855,076","-3,10E-03","0,000007","-7,37E-01","1,663830E-03"
"1856,095","-3,11E-03","0,000007","-7,39E-01","1,663983E-03"
"1857,103","-3,12E-03","0,000007","-7,41E-01","1,664236E-03"
"1858,121","-3,15E-03","0,000007","-7,48E-01","1,664993E-03"
"1859,137","-3,12E-03","0,000007","-7,42E-01","1,664313E-03"
"1860,157","-3,15E-03","0,000007","-7,50E-01","1,665200E-03"
"1861,165","-3,13E-03","0,000007","-7,44E-01","1,664549E-03"
"1862,191","-3,15E-03","0,000007","-7,50E-01","1,665127E-03"
"1863,195","-3,12E-03","0,000007","-7,42E-01","1,664297E-03"
"1864,201","-3,07E-03","0,000007","-7,28E-01","1,662902E-03"
"1865,209","-3,09E-03","0,000007","-7,36E-01","1,663657E-03"
"1866,215","-3,11E-03","0,000007","-7,39E-01","1,664075E-03"
"1867,223","-3,12E-03","0,000007","-7,41E-01","1,664234E-03"
"1868,223","-3,16E-03","0,000007","-7,51E-01","1,665272E-03"
"1869,231","-3,15E-03","0,000007","-7,49E-01","1,665034E-03"
"1870,253","-3,14E-03","0,000007","-7,48E-01","1,664924E-03"
"1871,259","-3,12E-03","0,000007","-7,43E-01","1,664435E-03"
"1872,319","-3,12E-03","0,000007","-7,42E-01","1,664312E-03"
"1873,365","-3,09E-03","0,000007","-7,35E-01","1,663596E-03"
