Wert1,Wert2,Wert3,Wert4,Wert5
"2465,421","-6,72E-03","0,000003","-1,638088E+00","7,317495E-04"
"2466,434","-6,72E-03","0,000003","-1,639630E+00","7,317643E-04"
"2467,454","-6,76E-03","0,000003","-1,649756E+00","7,318605E-04"
"2468,463","-6,78E-03","0,000003","-1,652944E+00","7,318905E-04"
"2469,471","-6,78E-03","0,000003","-1,654641E+00","7,319065E-04"
"2470,48","-6,82E-03","0,000003","-1,664938E+00","7,320026E-04"
"2471,487","-6,82E-03","0,000003","-1,663237E+00","7,319868E-04"
"2472,498","-6,83E-03","0,000003","-1,665784E+00","7,320104E-04"
"2473,504","-6,80E-03","0,000003","-1,659242E+00","7,319496E-04"
"2474,512","-6,88E-03","0,000003","-1,678600E+00","7,321283E-04"
"2475,521","-6,89E-03","0,000003","-1,682063E+00","7,321598E-04"
"2476,531","-6,97E-03","0,000003","-1,700964E+00","7,323298E-04"
"2477,55","-6,99E-03","0,000003","-1,705239E+00","7,323677E-04"
"2478,563","-6,99E-03","0,000003","-1,705700E+00","7,323718E-04"
"2479,571","-7,00E-03","0,000003","-1,710029E+00","7,324100E-04"
"2480,578","-6,91E-03","0,000003","-1,685623E+00","7,321921E-04"
"2481,596","-6,91E-03","0,000003","-1,685283E+00","7,321890E-04"
"2482,604","-6,92E-03","0,000003","-1,688843E+00","7,322212E-04"
"2483,607","-6,91E-03","0,000003","-1,687003E+00","7,322046E-04"
"2484,609","-6,99E-03","0,000003","-1,706101E+00","7,323753E-04"
"2485,621","-6,94E-03","0,000003","-1,693296E+00","7,322613E-04"
"2486,624","-6,99E-03","0,000003","-1,706514E+00","7,323790E-04"
"2487,64","-7,00E-03","0,000003","-1,708197E+00","7,323938E-04"
"2488,651","-7,05E-03","0,000003","-1,721777E+00","7,325127E-04"
"2489,668","-7,02E-03","0,000003","-1,714842E+00","7,324522E-04"
"2490,671","-7,02E-03","0,000003","-1,714555E+00","7,324497E-04"
"2491,685","-7,05E-03","0,000003","-1,720614E+00","7,325026E-04"
"2492,706","-7,09E-03","0,000003","-1,731374E+00","7,325956E-04"
"2493,724","-7,10E-03","0,000003","-1,734461E+00","7,326220E-04"
"2494,732","-7,10E-03","0,000003","-1,733967E+00","7,326178E-04"
"2495,742","-7,09E-03","0,000003","-1,731987E+00","7,326008E-04"
"2496,75","-7,07E-03","0,000003","-1,726870E+00","7,325568E-04"
"2497,773","-7,08E-03","0,000003","-1,729576E+00","7,325801E-04"
"2498,776","-7,10E-03","0,000003","-1,734776E+00","7,326247E-04"
"2499,789","-7,11E-03","0,000003","-1,736239E+00","7,326373E-04"
"2500,795","-7,11E-03","0,000003","-1,735235E+00","7,326287E-04"
"2501,829","-7,12E-03","0,000003","-1,738066E+00","7,326528E-04"
"2502,844","-7,08E-03","0,000003","-1,729342E+00","7,325781E-04"
"2503,869","-7,12E-03","0,000003","-1,739180E+00","7,326623E-04"
"2504,873","-7,12E-03","0,000003","-1,739033E+00","7,326611E-04"
"2505,881","-7,13E-03","0,000003","-1,740249E+00","7,326714E-04"
"2506,889","-7,16E-03","0,000003","-1,749844E+00","7,327526E-04"
"2507,913","-7,17E-03","0,000003","-1,751291E+00","7,327648E-04"
"2508,917","-7,16E-03","0,000003","-1,748561E+00","7,327418E-04"
"2509,929","-7,19E-03","0,000003","-1,756072E+00","7,328048E-04"
"2510,934","-7,20E-03","0,000003","-1,758526E+00","7,328253E-04"
"2511,961","-7,23E-03","0,000003","-1,766619E+00","7,328924E-04"
"2512,967","-7,25E-03","0,000003","-1,770513E+00","7,329245E-04"
"2513,99","-7,22E-03","0,000003","-1,763550E+00","7,328670E-04"
"2514,998","-7,18E-03","0,000003","-1,752680E+00","7,327764E-04"
"2516,019","-7,24E-03","0,000003","-1,768537E+00","7,329082E-04"
"2517,024","-7,22E-03","0,000003","-1,763109E+00","7,328634E-04"
"2518,038","-7,28E-03","0,000003","-1,779103E+00","7,329948E-04"
"2519,045","-7,32E-03","0,000003","-1,788655E+00","7,330722E-04"
"2520,057","-7,33E-03","0,000003","-1,791874E+00","7,330981E-04"
"2521,064","-7,27E-03","0,000003","-1,777317E+00","7,329802E-04"
"2522,084","-7,27E-03","0,000003","-1,777219E+00","7,329794E-04"
"2523,088","-7,31E-03","0,000003","-1,785617E+00","7,330477E-04"
"2524,1","-7,30E-03","0,000003","-1,783611E+00","7,330314E-04"
"2525,105","-7,30E-03","0,000003","-1,783731E+00","7,330324E-04"
"2526,132","-7,29E-03","0,000003","-1,781963E+00","7,330181E-04"
"2527,14","-7,29E-03","0,000003","-1,782272E+00","7,330206E-04"
"2528,16","-7,34E-03","0,000003","-1,794623E+00","7,331201E-04"
"2529,168","-7,37E-03","0,000003","-1,799985E+00","7,331630E-04"
"2530,198","-7,40E-03","0,000003","-1,807784E+00","7,332248E-04"
"2531,206","-7,40E-03","0,000003","-1,808597E+00","7,332312E-04"
"2532,216","-7,36E-03","0,000003","-1,798531E+00","7,331514E-04"
"2533,23","-7,32E-03","0,000003","-1,789672E+00","7,330804E-04"
"2534,296","-7,39E-03","0,000003","-1,805489E+00","7,332066E-04"
"2535,351","-7,40E-03","0,000003","-1,808539E+00","7,332307E-04"
"2536,396","-7,44E-03","0,000003","-1,819851E+00","7,333194E-04"
"2537,403","-7,45E-03","0,000003","-1,821830E+00","7,333348E-04"
"2538,41","-7,46E-03","0,000003","-1,823573E+00","7,333483E-04"
"2539,419","-7,47E-03","0,000003","-1,825878E+00","7,333662E-04"
"2540,444","-7,44E-03","0,000003","-1,818253E+00","7,333069E-04"
"2541,451","-7,44E-03","0,000003","-1,818646E+00","7,333100E-04"
"2542,46","-7,46E-03","0,000003","-1,824158E+00","7,333529E-04"
"2543,462","-7,50E-03","0,000003","-1,833452E+00","7,334246E-04"
"2544,477","-7,53E-03","0,000002","-1,840781E+00","4,889871E-04"
"2545,481","-7,52E-03","0,000002","-1,838032E+00","4,889731E-04"
"2546,48","-7,56E-03","0,000002","-1,847490E+00","4,890211E-04"
"2547,488","-7,50E-03","0,000002","-1,834736E+00","4,889563E-04"
"2548,5","-7,55E-03","0,000002","-1,846450E+00","4,890158E-04"
"2549,525","-7,56E-03","0,000002","-1,847344E+00","4,890203E-04"
"2550,531","-7,57E-03","0,000002","-1,850069E+00","4,890340E-04"
"2551,554","-7,59E-03","0,000002","-1,855249E+00","4,890600E-04"
"2552,562","-7,54E-03","0,000002","-1,844266E+00","4,890048E-04"
"2553,591","-7,59E-03","0,000002","-1,857130E+00","4,890694E-04"
"2554,606","-7,60E-03","0,000002","-1,858989E+00","4,890787E-04"
"2555,616","-7,55E-03","0,000002","-1,845369E+00","4,890103E-04"
"2556,622","-7,65E-03","0,000002","-1,869810E+00","4,891323E-04"
"2557,648","-7,66E-03","0,000002","-1,874040E+00","4,891531E-04"
"2558,65","-7,72E-03","0,000002","-1,888866E+00","4,892252E-04"
"2559,662","-7,72E-03","0,000002","-1,887427E+00","4,892183E-04"
"2560,672","-7,68E-03","0,000002","-1,878242E+00","4,891736E-04"
"2561,686","-7,69E-03","0,000002","-1,879873E+00","4,891816E-04"
"2562,698","-7,75E-03","0,000002","-1,896303E+00","4,892610E-04"
"2563,704","-7,67E-03","0,000002","-1,874730E+00","4,891565E-04"
"2564,716","-7,69E-03","0,000002","-1,880854E+00","4,891864E-04"
"2565,732","-7,69E-03","0,000002","-1,882042E+00","4,891921E-04"
"2566,73","-7,74E-03","0,000002","-1,893856E+00","4,892492E-04"
"2567,73","-7,73E-03","0,000002","-1,892113E+00","4,892409E-04"
"2568,728","-7,78E-03","0,000002","-1,903442E+00","4,892951E-04"
"2569,738","-7,74E-03","0,000002","-1,892627E+00","4,892433E-04"
"2570,744","-7,73E-03","0,000002","-1,891207E+00","4,892365E-04"
"2571,754","-7,74E-03","0,000002","-1,893417E+00","4,892471E-04"
"2572,761","-7,76E-03","0,000002","-1,898765E+00","4,892728E-04"
"2573,772","-7,75E-03","0,000002","-1,895611E+00","4,892577E-04"
"2574,777","-7,85E-03","0,000002","-1,921090E+00","4,893782E-04"
"2575,794","-7,83E-03","0,000002","-1,915909E+00","4,893540E-04"
"2576,808","-7,81E-03","0,000002","-1,910266E+00","4,893274E-04"
"2577,812","-7,78E-03","0,000002","-1,902209E+00","4,892892E-04"
"2578,824","-7,80E-03","0,000002","-1,907284E+00","4,893133E-04"
"2579,85","-7,80E-03","0,000002","-1,908866E+00","4,893208E-04"
"2580,856","-7,78E-03","0,000002","-1,904181E+00","4,892986E-04"
"2581,856","-7,77E-03","0,000002","-1,902035E+00","4,892884E-04"
"2582,858","-7,83E-03","0,000002","-1,916208E+00","4,893554E-04"
"2583,86","-7,84E-03","0,000002","-1,918190E+00","4,893647E-04"
"2584,872","-7,89E-03","0,000002","-1,929591E+00","4,894178E-04"
"2585,872","-7,93E-03","0,000002","-1,939631E+00","4,894640E-04"
"2586,902","-7,90E-03","0,000002","-1,934199E+00","4,894390E-04"
"2587,912","-7,90E-03","0,000002","-1,933352E+00","4,894351E-04"
"2588,924","-7,93E-03","0,000002","-1,940567E+00","4,894683E-04"
"2589,944","-7,89E-03","0,000002","-1,931785E+00","4,894279E-04"
"2590,954","-7,89E-03","0,000002","-1,930904E+00","4,894238E-04"
"2591,976","-7,99E-03","0,000002","-1,954757E+00","4,895328E-04"
"2592,98","-7,98E-03","0,000002","-1,953781E+00","4,895284E-04"
"2593,992","-8,00E-03","0,000002","-1,957392E+00","4,895447E-04"
"2594,998","-7,98E-03","0,000002","-1,953574E+00","4,895275E-04"
"2596,024","-8,00E-03","0,000002","-1,958402E+00","4,895492E-04"
"2597,028","-7,97E-03","0,000002","-1,951577E+00","4,895184E-04"
"2598,034","-7,92E-03","0,000002","-1,938724E+00","4,894599E-04"
"2599,06","-7,94E-03","0,000002","-1,943947E+00","4,894837E-04"
"2600,082","-7,90E-03","0,000002","-1,932046E+00","4,894291E-04"
"2601,094","-7,92E-03","0,000002","-1,937117E+00","4,894525E-04"
"2602,118","-8,00E-03","0,000002","-1,958765E+00","4,895509E-04"
"2603,122","-8,04E-03","0,000002","-1,968524E+00","4,895945E-04"
"2604,142","-7,99E-03","0,000002","-1,956563E+00","4,895410E-04"
"2605,16","-8,03E-03","0,000002","-1,965405E+00","4,895806E-04"
"2606,178","-8,04E-03","0,000002","-1,967419E+00","4,895896E-04"
"2607,188","-8,06E-03","0,000002","-1,972688E+00","4,896130E-04"
"2608,208","-8,05E-03","0,000002","-1,971669E+00","4,896085E-04"
"2609,216","-8,07E-03","0,000002","-1,974906E+00","4,896228E-04"
"2610,226","-8,11E-03","0,000002","-1,984549E+00","4,896653E-04"
"2611,23","-8,10E-03","0,000002","-1,983756E+00","4,896618E-04"
"2612,317","-8,18E-03","0,000002","-2,002586E+00","4,897436E-04"
"2613,369","-8,18E-03","0,000002","-2,003517E+00","4,897476E-04"
"2614,425","-8,11E-03","0,000002","-1,985918E+00","4,896713E-04"
"2615,439","-8,09E-03","0,000002","-1,981661E+00","4,896526E-04"
"2616,455","-8,12E-03","0,000002","-1,987221E+00","4,896770E-04"
"2617,463","-8,08E-03","0,000002","-1,978284E+00","4,896378E-04"
"2618,475","-8,07E-03","0,000002","-1,974893E+00","4,896228E-04"
"2619,483","-8,09E-03","0,000002","-1,981815E+00","4,896533E-04"
"2620,515","-8,08E-03","0,000002","-1,978017E+00","4,896366E-04"
"2621,531","-8,08E-03","0,000002","-1,978531E+00","4,896389E-04"
"2622,543","-8,12E-03","0,000002","-1,987075E+00","4,896764E-04"
"2623,553","-8,09E-03","0,000002","-1,980846E+00","4,896490E-04"
"2624,559","-8,12E-03","0,000002","-1,987866E+00","4,896798E-04"
"2625,569","-8,14E-03","0,000002","-1,992449E+00","4,896998E-04"
"2626,579","-8,23E-03","0,000002","-2,015194E+00","4,897976E-04"
"2627,601","-8,20E-03","0,000002","-2,008817E+00","4,897704E-04"
"2628,612","-8,20E-03","0,000002","-2,008432E+00","4,897687E-04"
"2629,622","-8,20E-03","0,000002","-2,008392E+00","4,897686E-04"
"2630,625","-8,28E-03","0,000002","-2,027938E+00","4,898514E-04"
"2631,643","-8,29E-03","0,000002","-2,031567E+00","4,898666E-04"
"2632,649","-8,27E-03","0,000002","-2,025840E+00","4,898426E-04"
"2633,657","-8,31E-03","0,000002","-2,035104E+00","4,898814E-04"
"2634,665","-8,21E-03","0,000002","-2,009557E+00","4,897735E-04"
"2635,672","-8,21E-03","0,000002","-2,010005E+00","4,897755E-04"
"2636,687","-8,23E-03","0,000002","-2,015123E+00","4,897973E-04"
"2637,699","-8,24E-03","0,000002","-2,018182E+00","4,898103E-04"
"2638,697","-8,21E-03","0,000002","-2,011249E+00","4,897808E-04"
"2639,721","-8,21E-03","0,000002","-2,009390E+00","4,897728E-04"
"2640,736","-8,31E-03","0,000002","-2,034699E+00","4,898797E-04"
"2641,749","-8,31E-03","0,000002","-2,036635E+00","4,898878E-04"
"2642,763","-8,30E-03","0,000002","-2,033269E+00","4,898738E-04"
"2643,763","-8,30E-03","0,000002","-2,031979E+00","4,898684E-04"
"2644,769","-8,36E-03","0,000002","-2,048727E+00","4,899379E-04"
"2645,777","-8,33E-03","0,000002","-2,041000E+00","4,899059E-04"
"2646,781","-8,28E-03","0,000002","-2,026786E+00","4,898466E-04"
"2647,805","-8,30E-03","0,000002","-2,031939E+00","4,898682E-04"
"2648,811","-8,33E-03","0,000002","-2,039727E+00","4,899006E-04"
"2649,833","-8,33E-03","0,000002","-2,041380E+00","4,899075E-04"
"2650,843","-8,40E-03","0,000002","-2,057554E+00","4,899740E-04"
"2651,881","-8,39E-03","0,000002","-2,056441E+00","4,899695E-04"
"2652,885","-8,35E-03","0,000002","-2,045611E+00","4,899250E-04"
"2653,885","-8,45E-03","0,000002","-2,071381E+00","4,900301E-04"
"2654,889","-8,45E-03","0,000002","-2,071419E+00","4,900302E-04"
"2655,919","-8,49E-03","0,000002","-2,079468E+00","4,900625E-04"
"2656,92","-8,50E-03","0,000001","-2,082972E+00","2,450383E-04"
"2657,943","-8,51E-03","0,000001","-2,084808E+00","2,450419E-04"
"2658,953","-8,48E-03","0,000002","-2,076715E+00","4,900515E-04"
"2659,967","-8,41E-03","0,000002","-2,059624E+00","4,899825E-04"
"2660,977","-8,40E-03","0,000002","-2,058549E+00","4,899781E-04"
"2661,979","-8,47E-03","0,000002","-2,076221E+00","4,900495E-04"
"2662,977","-8,55E-03","0,000001","-2,096316E+00","2,450647E-04"
"2663,983","-8,57E-03","0,000001","-2,099976E+00","2,450719E-04"
"2664,999","-8,50E-03","0,000002","-2,081844E+00","4,900720E-04"
"2666,009","-8,54E-03","0,000001","-2,092737E+00","2,450576E-04"
"2667,015","-8,51E-03","0,000001","-2,084334E+00","2,450410E-04"
"2668,031","-8,53E-03","0,000001","-2,089744E+00","2,450517E-04"
"2669,051","-8,49E-03","0,000002","-2,079800E+00","4,900639E-04"
"2670,063","-8,52E-03","0,000001","-2,088964E+00","2,450502E-04"
"2671,085","-8,47E-03","0,000002","-2,076416E+00","4,900503E-04"
"2672,088","-8,47E-03","0,000002","-2,076376E+00","4,900502E-04"
"2673,101","-8,51E-03","0,000001","-2,085693E+00","2,450437E-04"
"2674,107","-8,49E-03","0,000002","-2,081565E+00","4,900709E-04"
"2675,133","-8,52E-03","0,000001","-2,087015E+00","2,450463E-04"
"2676,139","-8,52E-03","0,000001","-2,087948E+00","2,450482E-04"
"2677,15","-8,55E-03","0,000001","-2,096060E+00","2,450642E-04"
"2678,15","-8,60E-03","0,000001","-2,108756E+00","2,450890E-04"
"2679,167","-8,56E-03","0,000001","-2,096567E+00","2,450652E-04"
"2680,171","-8,56E-03","0,000001","-2,097369E+00","2,450667E-04"
"2681,191","-8,54E-03","0,000001","-2,093463E+00","2,450591E-04"
"2682,197","-8,58E-03","0,000001","-2,103073E+00","2,450779E-04"
"2683,217","-8,64E-03","0,000001","-2,117273E+00","2,451055E-04"
"2684,229","-8,63E-03","0,000001","-2,115922E+00","2,451029E-04"
"2685,231","-8,54E-03","0,000001","-2,093790E+00","2,450597E-04"
"2686,247","-8,60E-03","0,000001","-2,106948E+00","2,450855E-04"
"2687,257","-8,58E-03","0,000001","-2,103825E+00","2,450794E-04"
"2688,267","-8,57E-03","0,000001","-2,100810E+00","2,450735E-04"
"2689,281","-8,57E-03","0,000001","-2,100804E+00","2,450735E-04"
"2690,343","-8,61E-03","0,000001","-2,109865E+00","2,450912E-04"
"2691,393","-8,62E-03","0,000001","-2,113049E+00","2,450973E-04"
"2692,441","-8,64E-03","0,000001","-2,118926E+00","2,451087E-04"
"2693,457","-8,65E-03","0,000001","-2,120900E+00","2,451125E-04"
"2694,487","-8,65E-03","0,000001","-2,119116E+00","2,451091E-04"
"2695,501","-8,59E-03","0,000001","-2,104233E+00","2,450802E-04"
"2696,513","-8,58E-03","0,000001","-2,103325E+00","2,450784E-04"
"2697,533","-8,63E-03","0,000001","-2,115352E+00","2,451018E-04"
"2698,545","-8,68E-03","0,000001","-2,126754E+00","2,451237E-04"
"2699,543","-8,67E-03","0,000001","-2,124830E+00","2,451200E-04"
"2700,544","-8,68E-03","0,000001","-2,128074E+00","2,451262E-04"
"2701,553","-8,70E-03","0,000001","-2,132887E+00","2,451354E-04"
"2702,559","-8,67E-03","0,000001","-2,124412E+00","2,451192E-04"
"2703,565","-8,73E-03","0,000001","-2,141087E+00","2,451509E-04"
"2704,577","-8,69E-03","0,000001","-2,131319E+00","2,451324E-04"
"2705,573","-8,77E-03","0,000001","-2,149310E+00","2,451664E-04"
"2706,579","-8,72E-03","0,000001","-2,136499E+00","2,451423E-04"
"2707,589","-8,71E-03","0,000001","-2,135448E+00","2,451403E-04"
"2708,596","-8,74E-03","0,000001","-2,143347E+00","2,451552E-04"
"2709,603","-8,69E-03","0,000001","-2,131283E+00","2,451324E-04"
"2710,606","-8,76E-03","0,000001","-2,146777E+00","2,451617E-04"
"2711,607","-8,71E-03","0,000001","-2,135938E+00","2,451412E-04"
"2712,624","-8,77E-03","0,000001","-2,151172E+00","2,451699E-04"
"2713,621","-8,76E-03","0,000001","-2,147213E+00","2,451625E-04"
"2714,627","-8,79E-03","0,000001","-2,154209E+00","2,451756E-04"
"2715,637","-8,76E-03","0,000001","-2,148609E+00","2,451651E-04"
"2716,661","-8,75E-03","0,000001","-2,145073E+00","2,451584E-04"
"2717,679","-8,80E-03","0,000001","-2,157732E+00","2,451821E-04"
"2718,688","-8,83E-03","0,000001","-2,166178E+00","2,451977E-04"
"2719,705","-8,86E-03","0,000001","-2,173785E+00","2,452117E-04"
"2720,721","-8,83E-03","0,000001","-2,164834E+00","2,451953E-04"
"2721,735","-8,82E-03","0,000001","-2,162247E+00","2,451905E-04"
"2722,749","-8,81E-03","0,000001","-2,160037E+00","2,451864E-04"
"2723,763","-8,87E-03","0,000001","-2,175036E+00","2,452140E-04"
"2724,779","-8,82E-03","0,000001","-2,163286E+00","2,451924E-04"
"2725,795","-8,81E-03","0,000001","-2,160432E+00","2,451871E-04"
"2726,791","-8,85E-03","0,000001","-2,169294E+00","2,452035E-04"
"2727,801","-8,88E-03","0,000001","-2,178104E+00","2,452196E-04"
"2728,809","-8,89E-03","0,000001","-2,180887E+00","2,452247E-04"
"2729,809","-8,93E-03","0,000001","-2,190035E+00","2,452413E-04"
"2730,813","-8,96E-03","0,000001","-2,198082E+00","2,452558E-04"
"2731,831","-8,98E-03","0,000001","-2,202258E+00","2,452632E-04"
"2732,839","-8,94E-03","0,000001","-2,193357E+00","2,452473E-04"
"2733,841","-8,95E-03","0,000001","-2,196016E+00","2,452520E-04"
"2734,841","-8,98E-03","0,000001","-2,201723E+00","2,452623E-04"
"2735,841","-8,93E-03","0,000001","-2,189517E+00","2,452403E-04"
"2736,867","-8,99E-03","0,000001","-2,205855E+00","2,452696E-04"
"2737,871","-9,01E-03","0,000001","-2,209446E+00","2,452760E-04"
"2738,905","-9,02E-03","0,000001","-2,211879E+00","2,452803E-04"
"2739,929","-8,97E-03","0,000001","-2,200215E+00","2,452596E-04"
"2740,939","-8,94E-03","0,000001","-2,191901E+00","2,452446E-04"
"2741,961","-8,91E-03","0,000001","-2,184304E+00","2,452309E-04"
"2742,971","-8,93E-03","0,000001","-2,189555E+00","2,452404E-04"
"2743,993","-8,97E-03","0,000001","-2,199482E+00","2,452583E-04"
"2744,993","-8,97E-03","0,000001","-2,200250E+00","2,452596E-04"
"2745,997","-9,01E-03","0,000001","-2,208941E+00","2,452751E-04"
"2746,993","-8,92E-03","0,000001","-2,186502E+00","2,452349E-04"
"2747,997","-8,94E-03","0,000001","-2,193117E+00","2,452468E-04"
"2748,993","-8,97E-03","0,000001","-2,199542E+00","2,452584E-04"
"2750,003","-8,99E-03","0,000001","-2,204341E+00","2,452669E-04"
"2751,019","-9,02E-03","0,000001","-2,212322E+00","2,452811E-04"
"2752,031","-9,02E-03","0,000001","-2,213278E+00","2,452828E-04"
"2753,046","-9,00E-03","0,000001","-2,207986E+00","2,452734E-04"
"2754,055","-8,99E-03","0,000001","-2,205324E+00","2,452687E-04"
"2755,059","-9,02E-03","0,000001","-2,211242E+00","2,452792E-04"
"2756,061","-9,01E-03","0,000001","-2,209438E+00","2,452760E-04"
"2757,061","-9,02E-03","0,000001","-2,211444E+00","2,452796E-04"
"2758,065","-9,04E-03","0,000001","-2,217404E+00","2,452901E-04"
"2759,071","-9,04E-03","0,000001","-2,216478E+00","2,452884E-04"
"2760,083","-9,04E-03","0,000001","-2,217397E+00","2,452901E-04"
"2761,109","-9,02E-03","0,000001","-2,213053E+00","2,452824E-04"
"2762,121","-9,08E-03","0,000001","-2,226397E+00","2,453059E-04"
"2763,123","-9,09E-03","0,000001","-2,228986E+00","2,453104E-04"
"2764,12","-9,02E-03","0,000001","-2,213417E+00","2,452830E-04"
"2765,123","-9,07E-03","0,000001","-2,224786E+00","2,453030E-04"
"2766,125","-9,05E-03","0,000001","-2,220762E+00","2,452960E-04"
"2767,142","-9,06E-03","0,000001","-2,223592E+00","2,453009E-04"
"2768,163","-9,11E-03","0,000001","-2,234620E+00","2,453202E-04"
"2769,167","-9,16E-03","0,000001","-2,247731E+00","2,453428E-04"
"2770,177","-9,18E-03","0,000001","-2,253119E+00","2,453520E-04"
"2771,187","-9,16E-03","0,000001","-2,246415E+00","2,453405E-04"
"2772,223","-9,14E-03","0,000001","-2,242284E+00","2,453334E-04"
"2773,227","-9,10E-03","0,000001","-2,232500E+00","2,453165E-04"
"2774,232","-9,19E-03","0,000001","-2,255037E+00","2,453553E-04"
"2775,237","-9,17E-03","0,000001","-2,248674E+00","2,453444E-04"
"2776,269","-9,22E-03","0,000001","-2,261067E+00","2,453655E-04"
"2777,282","-9,17E-03","0,000001","-2,248949E+00","2,453449E-04"
"2778,295","-9,18E-03","0,000001","-2,253426E+00","2,453525E-04"
"2779,311","-9,22E-03","0,000001","-2,263185E+00","2,453691E-04"
"2780,375","-9,16E-03","0,000001","-2,247982E+00","2,453432E-04"
"2781,415","-9,14E-03","0,000001","-2,241434E+00","2,453320E-04"
"2782,463","-9,19E-03","0,000001","-2,255361E+00","2,453558E-04"
"2783,463","-9,25E-03","0,000001","-2,268997E+00","2,453789E-04"
"2784,477","-9,22E-03","0,000001","-2,262250E+00","2,453675E-04"
"2785,483","-9,21E-03","0,000001","-2,260924E+00","2,453653E-04"
"2786,499","-9,26E-03","0,000001","-2,271322E+00","2,453828E-04"
"2787,515","-9,25E-03","0,000001","-2,269167E+00","2,453792E-04"
"2788,513","-9,18E-03","0,000001","-2,252297E+00","2,453506E-04"
"2789,517","-9,25E-03","0,000001","-2,270993E+00","2,453823E-04"
"2790,529","-9,30E-03","0,000001","-2,282518E+00","2,454016E-04"
"2791,525","-9,27E-03","0,000001","-2,273908E+00","2,453872E-04"
"2792,527","-9,32E-03","0,000001","-2,287045E+00","2,454091E-04"
"2793,529","-9,32E-03","0,000001","-2,287832E+00","2,454104E-04"
"2794,529","-9,41E-03","0,000001","-2,309228E+00","2,454455E-04"
"2795,525","-9,34E-03","0,000001","-2,291209E+00","2,454160E-04"
"2796,529","-9,34E-03","0,000001","-2,292157E+00","2,454175E-04"
"2797,543","-9,35E-03","0,000001","-2,294182E+00","2,454209E-04"
"2798,545","-9,43E-03","0,000001","-2,314245E+00","2,454536E-04"
"2799,561","-9,44E-03","0,000001","-2,316984E+00","2,454581E-04"
"2800,575","-9,39E-03","0,000001","-2,303455E+00","2,454361E-04"
"2801,573","-9,45E-03","0,000001","-2,318996E+00","2,454613E-04"
"2802,585","-9,47E-03","0,000001","-2,324910E+00","2,454708E-04"
"2803,595","-9,53E-03",0,"-2,339510E+00","0,000000E+00"
"2804,627","-9,53E-03",0,"-2,339692E+00","0,000000E+00"
"2805,64","-9,57E-03",0,"-2,349942E+00","0,000000E+00"
"2806,657","-9,54E-03",0,"-2,341048E+00","0,000000E+00"
"2807,656","-9,58E-03",0,"-2,353174E+00","0,000000E+00"
"2808,679","-9,67E-03",0,"-2,373732E+00","0,000000E+00"
"2809,687","-9,69E-03",0,"-2,380019E+00","0,000000E+00"
"2810,703","-9,69E-03",0,"-2,380514E+00","0,000000E+00"
"2811,715","-9,64E-03",0,"-2,366886E+00","0,000000E+00"
"2812,735","-9,65E-03",0,"-2,369017E+00","0,000000E+00"
"2813,747","-9,66E-03",0,"-2,372075E+00","0,000000E+00"
"2814,763","-9,76E-03",0,"-2,397507E+00","0,000000E+00"
"2815,779","-9,81E-03",0,"-2,410291E+00","0,000000E+00"
"2816,799","-9,79E-03",0,"-2,403491E+00","0,000000E+00"
"2817,807","-9,75E-03",0,"-2,394928E+00","0,000000E+00"
"2818,815","-9,72E-03",0,"-2,386459E+00","0,000000E+00"
"2819,824","-9,75E-03",0,"-2,394277E+00","0,000000E+00"
"2820,835","-9,75E-03",0,"-2,394516E+00","0,000000E+00"
"2821,84","-9,72E-03",0,"-2,386088E+00","0,000000E+00"
"2822,85","-9,77E-03",0,"-2,398898E+00","0,000000E+00"
"2823,857","-9,78E-03",0,"-2,401791E+00","0,000000E+00"
"2824,893","-9,83E-03",0,"-2,415078E+00","0,000000E+00"
"2825,901","-9,87E-03",0,"-2,423339E+00","0,000000E+00"
"2826,909","-9,84E-03",0,"-2,417021E+00","0,000000E+00"
"2827,915","-9,92E-03",0,"-2,436489E+00","0,000000E+00"
"2828,941","-9,83E-03",0,"-2,414255E+00","0,000000E+00"
"2829,951","-9,78E-03",0,"-2,402770E+00","0,000000E+00"
"2830,959","-9,84E-03",0,"-2,416182E+00","0,000000E+00"
"2831,963","-9,85E-03",0,"-2,418681E+00","0,000000E+00"
"2832,994","-9,78E-03",0,"-2,403064E+00","0,000000E+00"
"2833,999","-9,86E-03",0,"-2,421562E+00","0,000000E+00"
"2835,023","-9,87E-03",0,"-2,423790E+00","0,000000E+00"
"2836,027","-9,89E-03",0,"-2,428599E+00","0,000000E+00"
"2837,039","-9,87E-03",0,"-2,423977E+00","0,000000E+00"
"2838,047","-9,81E-03",0,"-2,410088E+00","0,000000E+00"
"2839,073","-9,78E-03",0,"-2,401043E+00","0,000000E+00"
"2840,072","-9,82E-03",0,"-2,411785E+00","0,000000E+00"
"2841,099","-9,89E-03",0,"-2,430187E+00","0,000000E+00"
"2842,105","-9,82E-03",0,"-2,411404E+00","0,000000E+00"
"2843,113","-9,78E-03",0,"-2,401951E+00","0,000000E+00"
"2844,123","-9,80E-03",0,"-2,406870E+00","0,000000E+00"
"2845,137","-9,88E-03",0,"-2,427176E+00","0,000000E+00"
"2846,161","-9,92E-03",0,"-2,436766E+00","0,000000E+00"
"2847,167","-9,88E-03",0,"-2,426152E+00","0,000000E+00"
"2848,175","-9,87E-03",0,"-2,425364E+00","0,000000E+00"
"2849,189","-9,89E-03",0,"-2,429564E+00","0,000000E+00"
